variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
212,peaches-and-cream,corn,2,,,,,June,August,October,September
212,peaches-and-cream,corn,3,,,,,June,July,September,October
212,peaches-and-cream,corn,4,,,,,June,July,September,October
212,peaches-and-cream,corn,5,,,,,May,June,September,October
212,peaches-and-cream,corn,6,,,,,May,June,August,October
212,peaches-and-cream,corn,7,,,,,April,June,August,September
212,peaches-and-cream,corn,8,,,,,April,May,July,September
212,peaches-and-cream,corn,9,,,,,March,April,June,August
212,peaches-and-cream,corn,10,,,,,February,April,June,July
212,peaches-and-cream,corn,11,,,,,January,March,May,June
212,peaches-and-cream,corn,12,,,,,January,March,May,June
212,peaches-and-cream,corn,13,,,,,January,March,May,June
213,stowell-s-evergreen,corn,1,,,,,July,August,November,August
213,stowell-s-evergreen,corn,2,,,,,June,August,October,September
213,stowell-s-evergreen,corn,3,,,,,June,July,October,October
213,stowell-s-evergreen,corn,4,,,,,June,July,October,October
213,stowell-s-evergreen,corn,5,,,,,May,June,September,October
213,stowell-s-evergreen,corn,6,,,,,May,June,September,October
213,stowell-s-evergreen,corn,7,,,,,April,June,August,October
213,stowell-s-evergreen,corn,8,,,,,April,May,August,September
213,stowell-s-evergreen,corn,9,,,,,March,April,July,August
213,stowell-s-evergreen,corn,10,,,,,February,April,June,August
213,stowell-s-evergreen,corn,11,,,,,January,March,May,July
213,stowell-s-evergreen,corn,12,,,,,January,March,May,July
213,stowell-s-evergreen,corn,13,,,,,January,March,May,July
214,incredible,corn,1,,,,,July,August,October,August
214,incredible,corn,2,,,,,June,August,October,September
214,incredible,corn,3,,,,,June,July,September,October
214,incredible,corn,4,,,,,June,July,September,October
214,incredible,corn,5,,,,,May,June,September,October
214,incredible,corn,6,,,,,May,June,August,October
214,incredible,corn,7,,,,,April,June,August,September
214,incredible,corn,8,,,,,April,May,July,September
214,incredible,corn,9,,,,,March,April,June,August
214,incredible,corn,10,,,,,February,April,June,July
214,incredible,corn,11,,,,,January,March,May,June
214,incredible,corn,12,,,,,January,March,May,June
214,incredible,corn,13,,,,,January,March,May,June
215,ruby-queen,corn,1,,,,,July,August,November,August
215,ruby-queen,corn,2,,,,,June,August,November,September
215,ruby-queen,corn,3,,,,,June,July,October,October
215,ruby-queen,corn,4,,,,,June,July,October,October
215,ruby-queen,corn,5,,,,,May,June,September,October
215,ruby-queen,corn,6,,,,,May,June,September,November
215,ruby-queen,corn,7,,,,,April,June,September,October
215,ruby-queen,corn,8,,,,,April,May,August,October
215,ruby-queen,corn,9,,,,,March,April,July,September
215,ruby-queen,corn,10,,,,,February,April,July,August
215,ruby-queen,corn,11,,,,,January,March,June,July
215,ruby-queen,corn,12,,,,,January,March,June,July
215,ruby-queen,corn,13,,,,,January,March,June,July
216,early-sunglow,corn,1,,,,,July,August,October,August
216,early-sunglow,corn,2,,,,,June,August,September,September
216,early-sunglow,corn,3,,,,,June,July,September,October
216,early-sunglow,corn,4,,,,,June,July,August,October
216,early-sunglow,corn,5,,,,,May,June,August,October
216,early-sunglow,corn,6,,,,,May,June,August,September
216,early-sunglow,corn,7,,,,,April,June,July,September
216,early-sunglow,corn,8,,,,,April,May,July,August
216,early-sunglow,corn,9,,,,,March,April,June,July
216,early-sunglow,corn,10,,,,,February,April,May,July
216,early-sunglow,corn,11,,,,,January,March,April,June
216,early-sunglow,corn,12,,,,,January,March,April,June
216,early-sunglow,corn,13,,,,,January,March,April,June
217,painted-mountain,corn,1,,,,,July,August,October,August
217,painted-mountain,corn,2,,,,,June,August,October,September
217,painted-mountain,corn,3,,,,,June,July,October,October
217,painted-mountain,corn,4,,,,,June,July,September,October
217,painted-mountain,corn,5,,,,,May,June,September,October
217,painted-mountain,corn,6,,,,,May,June,September,October
217,painted-mountain,corn,7,,,,,April,June,August,October
217,painted-mountain,corn,8,,,,,April,May,August,September
217,painted-mountain,corn,9,,,,,March,April,July,August
217,painted-mountain,corn,10,,,,,February,April,June,August
217,painted-mountain,corn,11,,,,,January,March,May,June
217,painted-mountain,corn,12,,,,,January,March,May,June
217,painted-mountain,corn,13,,,,,January,March,May,June
218,sugar-enhanced-se-butter-and-sugar,corn,1,,,,,July,August,October,August
218,sugar-enhanced-se-butter-and-sugar,corn,2,,,,,June,August,October,September
218,sugar-enhanced-se-butter-and-sugar,corn,3,,,,,June,July,September,October
218,sugar-enhanced-se-butter-and-sugar,corn,4,,,,,June,July,September,October
218,sugar-enhanced-se-butter-and-sugar,corn,5,,,,,May,June,September,October
218,sugar-enhanced-se-butter-and-sugar,corn,6,,,,,May,June,August,October
218,sugar-enhanced-se-butter-and-sugar,corn,7,,,,,April,June,August,September
218,sugar-enhanced-se-butter-and-sugar,corn,8,,,,,April,May,July,September
218,sugar-enhanced-se-butter-and-sugar,corn,9,,,,,March,April,June,August
218,sugar-enhanced-se-butter-and-sugar,corn,10,,,,,February,April,June,July
218,sugar-enhanced-se-butter-and-sugar,corn,11,,,,,January,March,May,June
218,sugar-enhanced-se-butter-and-sugar,corn,12,,,,,January,March,May,June
218,sugar-enhanced-se-butter-and-sugar,corn,13,,,,,January,March,May,June
219,jubilee,corn,1,,,,,July,August,October,August
219,jubilee,corn,2,,,,,June,August,October,September
219,jubilee,corn,3,,,,,June,July,September,October
219,jubilee,corn,4,,,,,June,July,September,October
219,jubilee,corn,5,,,,,May,June,September,October
219,jubilee,corn,6,,,,,May,June,August,October
219,jubilee,corn,7,,,,,April,June,August,September
219,jubilee,corn,8,,,,,April,May,July,September
219,jubilee,corn,9,,,,,March,April,June,August
219,jubilee,corn,10,,,,,February,April,June,July
219,jubilee,corn,11,,,,,January,March,May,June
219,jubilee,corn,12,,,,,January,March,May,June
219,jubilee,corn,13,,,,,January,March,May,June
220,ambrosia,corn,1,,,,,July,August,October,August
220,ambrosia,corn,2,,,,,June,August,October,September
220,ambrosia,corn,3,,,,,June,July,September,October
220,ambrosia,corn,4,,,,,June,July,September,October
220,ambrosia,corn,5,,,,,May,June,September,October
220,ambrosia,corn,6,,,,,May,June,August,October
220,ambrosia,corn,7,,,,,April,June,August,September
220,ambrosia,corn,8,,,,,April,May,July,September
220,ambrosia,corn,9,,,,,March,April,June,August
220,ambrosia,corn,10,,,,,February,April,June,July
220,ambrosia,corn,11,,,,,January,March,May,June
220,ambrosia,corn,12,,,,,January,March,May,June
220,ambrosia,corn,13,,,,,January,March,May,June
221,silver-king,corn,1,,,,,July,August,October,August
221,silver-king,corn,2,,,,,June,August,October,September
221,silver-king,corn,3,,,,,June,July,September,October
221,silver-king,corn,4,,,,,June,July,September,October
221,silver-king,corn,5,,,,,May,June,September,October
221,silver-king,corn,6,,,,,May,June,August,October
221,silver-king,corn,7,,,,,April,June,August,September
221,silver-king,corn,8,,,,,April,May,July,September
221,silver-king,corn,9,,,,,March,April,June,August
221,silver-king,corn,10,,,,,February,April,June,July
221,silver-king,corn,11,,,,,January,March,May,June
221,silver-king,corn,12,,,,,January,March,May,June
221,silver-king,corn,13,,,,,January,March,May,June
222,honey-n-pearl,corn,1,,,,,July,August,October,August
222,honey-n-pearl,corn,2,,,,,June,August,October,September
222,honey-n-pearl,corn,3,,,,,June,July,September,October
222,honey-n-pearl,corn,4,,,,,June,July,September,October
222,honey-n-pearl,corn,5,,,,,May,June,September,October
222,honey-n-pearl,corn,6,,,,,May,June,August,October
222,honey-n-pearl,corn,7,,,,,April,June,August,September
222,honey-n-pearl,corn,8,,,,,April,May,July,September
222,honey-n-pearl,corn,9,,,,,March,April,June,August
222,honey-n-pearl,corn,10,,,,,February,April,June,July
222,honey-n-pearl,corn,11,,,,,January,March,May,June
222,honey-n-pearl,corn,12,,,,,January,March,May,June
222,honey-n-pearl,corn,13,,,,,January,March,May,June
223,trinity,corn,1,,,,,July,August,October,August
223,trinity,corn,2,,,,,June,August,October,September
223,trinity,corn,3,,,,,June,July,September,October
223,trinity,corn,4,,,,,June,July,September,October
223,trinity,corn,5,,,,,May,June,September,October
223,trinity,corn,6,,,,,May,June,August,October
223,trinity,corn,7,,,,,April,June,August,September
223,trinity,corn,8,,,,,April,May,July,September
223,trinity,corn,9,,,,,March,April,June,August
223,trinity,corn,10,,,,,February,April,June,July
223,trinity,corn,11,,,,,January,March,May,June
223,trinity,corn,12,,,,,January,March,May,June
223,trinity,corn,13,,,,,January,March,May,June
224,how-sweet-it-is,corn,1,,,,,July,August,November,August
224,how-sweet-it-is,corn,2,,,,,June,August,October,September
224,how-sweet-it-is,corn,3,,,,,June,July,October,October
224,how-sweet-it-is,corn,4,,,,,June,July,September,October
224,how-sweet-it-is,corn,5,,,,,May,June,September,October
224,how-sweet-it-is,corn,6,,,,,May,June,September,October
224,how-sweet-it-is,corn,7,,,,,April,June,August,October
224,how-sweet-it-is,corn,8,,,,,April,May,August,September
224,how-sweet-it-is,corn,9,,,,,March,April,July,August
224,how-sweet-it-is,corn,10,,,,,February,April,June,August
224,how-sweet-it-is,corn,11,,,,,January,March,May,July
